ankee,
anker,
ankle,
ankou,
ankus,
annal,
annam,
annat,
annet,
annex,
annie,
annoy,
annul,
anode,
anoil,
anole,
anoli,
anomy,
anous,
ansar,
ansel,
anser,
antal,
antar,
antes,(poker; place one's stake
antic,
anton,
antra,
antre,
antum,
anura,
anury,
anvil,
anzac,
aoife,
aorta,the large trunk artery that carries blood from the left ventricle of the heart to branch arteries
aotea,
aotes,
aotus,
apace,"(poetic, literary"
apaid,
apama,
apart,
apeak,
apert,
aperu,
apery,
aphid,any of various small plant-sucking insects
aphis,
aphra,
apian,relating to or having the characteristics of bees
apiin,
apina,
aping,imitate uncritically and in every aspect
apios,
apish,
apism,
apium,
apnea,
apoda,
apoop,
aport,
apout,
appay,
appet,
apple,
apply,
april,
apron,
apsis,
aptal,
aptly,
araba,
araby,
araca,
arado,
arain,
arake,
aramu,
arara,
arati,
araua,
arawa,
arbor,
arche,
archy,
arcos,
ardea,
ardeb,a unit of dry measure used in Egypt
ardor,
ardri,
aread,
areal,
arean,
arear,
areca,
areek,
areel,
arena,
arend,
areng,
arent,
arete,
argal,
argas,
argel,
argid,
argil,
argol,
argon,
argot,
argue,
argus,
arhar,
arhat,a Buddhist who has attained nirvana
arian,
ariel,
aries,(astrology
arioi,
arion,
ariot,
arise,
arist,
arite,
arius,
arjun,
arkab,
arles,
armed,prepare oneself for a military confrontation; (used of persons or the military
armer,
armet,a medieval helmet with a visor and a neck guard
armil,
armor,
arneb,
arnee,
arnut,
aroar,
arock,
aroid,
aroma,
aroon,
arose,
arpen,
arrah,
arras,
arrau,
array,
arrie,
arris,
arrow,
arses,
arsis,
arsle,
arson,
arsyl,
artal,
artar,
artel,
artha,
artie,
aruac,
aruke,
arulo,
arupa,
arusa,
arval,
arvel,
aryan,
arzan,
arzun,
asale,
asana,
asaph,
asarh,
ascan,
ascii,
ascon,
ascot,
ascry,
ascus,
asdic,
ashen,
asher,
ashes,
ashet,
ashir,
ashur,
asian,
aside,
askar,
asker,
askew,
askip,
askos,
aslop,
asoak,
asoka,
aspen,
asper,
aspic,
assai,
assam,
assay,
asset,
assis,
astay,
aster,
astir,
astor,British politician (born in the United States
astur,
asuri,
asway,
aswim,
asyla,
atavi,
ataxy,
ateba,
atelo,
athar,
atilt,departing or being caused to depart from the true vertical or horizontal
atlas,(Greek mythology
atlee,
atman,
atmid,
atmos,
atnah,
atoke,
atoll,
atomy,
atone,make amends for
atony,
atopy,
atour,
atria,
atrip,
attar,
atter,
attic,
attid,
atule,
atune,
atwin,
atypy,
aucan,
audio,
audit,
aueto,
augen,
auger,
aught,
augur,
aulae,
aulic,
auloi,
aulos,
aumil,
aurae,
aural,
aurar,
auric,
aurin,
aurir,
aurum,
auryl,
autem,
auxin,
avahi,
avail,a means of serving; use to one's advantage
avars,
avast,
avena,[]
avens,
avera,
avert,prevent the occurrence of; prevent from happening
avery,
avian,
avick,
avine,
aviso,
avoid,
awabi,
awaft,
await,
awake,
awald,
awalt,
awane,
award,
aware,
awash,covered with water
awave,
awber,
aweek,
aweel,
awest,
aweto,
awful,
awhet,
awhir,
awide,
awing,
awink,
awiwi,
awned,
awner,
awoke,stop sleeping
awork,
axial,
axile,
axine,
axiom,
axion,
axite,
axled,
axman,
axoid,
ayelp,
aylet,
ayllu,
ayond,
ayont,
ayous,
azide,
azine,
azoch,
azofy,
azoic,before the appearance of life
azole,
azote,
azoth,
azoxy,
aztec,
azure,
azury,
azyme,
babai,
babby,
babel,
baboo,used as a Hindi courtesy title; equivalent to English `Mr'
babua,
babul,
bacao,
bacca,
bache,
bacis,
bacon,
badan,
badge,
badly,
badon,
baffy,
bafta,
bagdi,
bagel,
baggy,not fitting closely; hanging loosely
bagre,
bahai,a teacher of or believer in Bahaism; of or relating to Bahaism
baham,
bahan,
bahar,
bahay,
bahoe,
bahoo,
bahur,
bahut,
baioc,
bairn,
baith,
baize,
bajan,
bajau,
bajra,
bajri,
bakal,
baked,cook and make edible by putting in a hot oven; dried out by heat or excessive exposure to sunlight
baken,
baker,someone who bakes commercially
bakie,
bakli,
balai,
balak,
balan,
balao,
balas,
baldy,
balei,
baler,
balky,
balli,
bally,
balmy,
baloo,
balor,
balow,
balsa,
balti,
balut,
balza,
banak,
banal,
banat,
banba,
banca,
banco,
banda,
bande,
bandi,
bando,
bandy,
banff,
banga,
bange,
banig,
banjo,
banky,
banns,
bantu,
banty,
banya,
barad,
barbe,
bardo,
bardy,
barer,
barff,
barge,
bargh,
baria,
baric,
barid,
barie,
baris,
barit,
barky,resembling the rough bark of a tree
barmy,
barny,
baroi,
baron,
barra,
barry,
barse,
barth,
barye,
basal,
based,
bases,
basic,
basil,
basin,
basis,
bason,
basos,
bassa,
basso,an adult male singer with the lowest voice
basta,
baste,
basto,
batad,
batak,
batan,
batch,
batea,
bated,
batel,
bater,
bathe,
batik,
batis,
baton,
batta,
batty,
batwa,
baubo,
bauch,
baume,
bauno,
baure,
bauta,
bavin,
bawra,
bayal,
bayed,
bayok,
bayou,
bazoo,
beach,
beady,small and round and shiny like a shiny bead or button
beaky,
beala,
beamy,
beano,
beant,
beany,
beard,
bearm,
beast,
beata,
beath,
beaut,
beaux,
bebar,
bebat,
bebay,
bebed,
bebog,
bebop,
becap,
becky,
becry,
becut,
bedad,
beday,
bedel,
beden,
bedew,
bedim,
bedin,
bedip,
bedog,
bedot,
bedub,
bedur,
bedye,
beech,any of several large deciduous trees with rounded spreading crowns and smooth grey bark and small sweet edible triangular nuts enclosed in burs; north temperate regions
beefy,
beery,
beest,
beeth,
beety,
beeve,
befan,
befit,
befog,
befop,
begad,
begar,
begat,
begay,
begem,
beget,
begin,
begob,
begum,
begun,
begut,
behap,
behen,
beice,
beige,
being,"the state or fact of existing; have the quality of being; (copula, used with an adjective or a predicate noun"
beira,
beisa,
bejan,
bejel,
bejig,
bekah,
bekko,
belah,
belam,
belar,
belay,
belch,
belee,
belga,
belie,
belis,
bella,
belle,
belly,
below,
belve,
bemad,
beman,
bemar,
bemat,
bemba,
bemix,
bemud,
benab,
bench,
benda,
bendy,
benet,
benin,
benjy,
benne,
benny,
bensh,
benty,
benzo,
beode,
bepat,
bepaw,
bepen,
bepun,
berat,
beray,
beret,
bergy,
berne,
beroe,
berri,
berry,any of numerous small and pulpy edible fruits; used as desserts or in making jams and jellies and preserves; pick or gather berries
berth,
beryl,
beryx,
besan,
besee,
beset,annoy continually or chronically
besin,
besit,
besom,
besot,make dull or stupid or muddle with drunkenness or infatuation
bespy,
besra,
bessi,
bessy,
betag,
betel,
betis,
betso,
betsy,
betta,
betty,
bevel,
bever,
bevue,
bewet,
bewig,
bezel,
bezzi,
bezzo,
bhaga,
bhalu,
bhang,a preparation of the leaves and flowers of the hemp plant; much used in India
bhara,
bhava,
bhili,
bhima,
biabo,
bibio,
bible,
bichy,
bidar,
biddy,adult female chicken
bider,
bidet,
bidri,
bield,
bifer,
bifid,divided into two lobes
bigha,
bight,
bigot,
bihai,
biham,
bijou,
bikol,
bilbo,
bilby,
bilch,
bilge,
bilgy,smelling like bilge water
bilic,
bilin,
bilio,
billa,
billy,a short stout club used primarily by policemen
bilsh,
binal,
binge,
bingo,
bingy,
binna,
biome,a major biotic community characterized by the dominant forms of plant life and the prevailing climate
biose,
biota,
biped,
bipod,
birch,
birdy,
birle,
birma,
birny,
biron,
birse,
birsy,
birth,
bison,any of several large humped bovids having shaggy manes and large heads and short horns
bisti,
bitch,
biter,someone who bites
bitis,
bitty,
biune,
bixin,
bizen,
bizet,
black,
blade,
blady,
blaff,
blain,
blair,
blake,
blame,
blanc,
bland,
blank,
blare,
blart,
blase,
blash,
blast,
blate,cry plaintively; disposed to avoid notice
blaze,
blazy,
bleak,
blear,make dim or indistinct; tired to the point of exhaustion
bleat,the sound of sheep or goats (or any sound resembling this; talk whiningly
bleck,
bleed,
blend,
blent,
bless,
blest,
blibe,
blick,
blimp,
blimy,
blind,
blink,
bliss,a state of extreme happiness
blite,
blitz,
blizz,
bloat,
block,
bloke,a boy or man
blood,
bloom,
bloop,
blore,
blout,
blown,
blowy,
bluer,of the color intermediate between green and violet; having a color similar to that of a clear unclouded sky
blues,
bluet,
bluey,
bluff,
blunk,
blunt,
blurb,
blurt,
blush,
blype,
board,
boast,
bobac,
bobby,
bocal,
bocca,
bocce,
boche,
bocoy,
boden,
boder,
bodge,
bodhi,
bodle,
bogan,
bogey,
boggy,
bogie,an evil spirit
bogle,
bogue,
bogum,
bogus,
bohea,
bohor,
boiko,
boily,
boist,
bokom,
bolag,
bolar,
boldo,
boldu,
boled,
bolis,
bolly,
bolti,
bolus,
bombo,
bonbo,
bonce,
boned,
boner,
boney,
bongo,
bonny,
bonus,
bonze,
booby,
boody,
booky,
booly,
boomy,
boone,
boonk,
boort,
boose,
boost,
boosy,
booth,
boots,
booty,
booze,
boozy,
borak,
boral,
boran,
borax,
boree,
borer,
borgh,
boric,of or relating to or derived from or containing boron
boris,
borne,
boron,
borty,
bortz,
boryl,
bosch,
boser,
bosky,
bosom,
bossy,offensively self-assured or given to exercising usually unwarranted power
bosun,
botch,
bothy,
bouge,
bough,
boule,
bound,
bourd,
bourg,
bourn,
bouse,
bousy,
bouto,
bovid,hollow-horned ruminants; of or relating to or belonging to the genus Bos (cattle
bowed,
bowel,the part of the alimentary canal between the stomach and the anus
bower,
bowet,
bowie,
bowla,
bowls,
bowly,
boxen,
boxer,
boxty,
boyar,
boyce,
boyer,
boyla,
bozal,
bozze,
braca,
brace,a support that steadies or strengthens something else; prepare (oneself
brach,
brack,
bract,
bragi,
brahm,
braid,
brail,
brain,
brake,
braky,
brand,
brank,
brant,
brash,
brass,an alloy of copper and zinc
brava,
brave,
bravo,a murderer (especially one who kills a prominent political figure; applaud with shouts of `bravo' or `brava'
brawl,
brawn,possessing muscular strength
braws,
braxy,
braza,
braze,
bread,food made from dough of flour or meal and usually raised with yeast or baking powder and then baked; cover with bread crumbs
break,
bream,
breba,
breck,
brede,
bredi,
breed,
breek,
breme,
brent,small dark geese that breed in the north and migrate southward
breth,
brett,
breva,
breve,
brian,
briar,
bribe,
brick,
bride,
brief,a document stating the facts and points of law of a client's case; give essential information to someone; of short duration or distance
brier,
brill,
brine,
bring,take something or somebody with oneself somewhere
brink,
briny,
brisk,
briss,
brith,
briza,
brizz,
broad,
broch,
brock,
broil,
broke,
broll,
broma,
brome,
bronc,
bronk,
bronx,
brood,
brook,
brool,
broom,
broon,
brose,
brosy,
broth,
brown,
bruce,
brugh,
bruin,a conventional name for a bear used in tales following usage in the old epic `Reynard the Fox'
bruit,
bruke,
brule,
brume,
bruno,
brunt,
brush,
bruta,
brute,a cruelly rapacious person; resembling a beast; showing lack of human sensibility
bruzz,
bryan,
bryce,
bryum,
buaze,
bubal,
bubby,
bucca,
bucco,
buchu,
bucko,
bucky,
buddh,
buddy,
budge,
buffy,
bugan,
buggy,
bugle,
bugre,
build,
built,
buist,
bukat,
bulak,
bulby,
bulge,something that bulges out or is protuberant or projects from its surroundings; swell or protrude outwards
bulgy,
bulky,of large size for its weight
bulla,
bully,
bulse,
bumbo,
bumpy,
bunce,
bunch,
bunda,
bundu,
bundy,
bunga,
bungo,
bungy,
bunko,
bunny,
bunty,
bunya,
buran,
burao,
burel,
buret,measuring instrument consisting of a graduated glass tube with a tap at the bottom; used for titration
burgh,
burin,
burka,
burke,
burly,
burnt,destroy by fire; ruined by overcooking
burny,
burro,
burry,
bursa,
burse,
burst,"the act of exploding or bursting; come open suddenly and violently, as if from internal pressure"
burut,
busby,
bushi,
bushy,
busky,
bussu,
butch,(slang; used of men; markedly masculine in appearance or manner
butea,
buteo,
butic,
butsu,
butte,
butty,
butyl,
butyn,
butyr,
buxom,
buxus,
buyer,
buzzy,
bylaw,a rule adopted by an organization in order to regulate its own affairs and the behavior of its members
bynin,
byous,
byron,
bysen,
byway,
caama,
cabal,
caban,
cabas,
cabby,
cabda,
caber,a heavy wooden pole (such as the trunk of a young fir
cabin,
cabio,
cable,
cabob,
cabot,
cacam,
cacan,
cacao,
cache,
cacti,
cacur,
caddo,
caddy,
cader,
cadet,
cadew,
cadge,
cadgy,
cados,
cadre,a small unit serving as part of or as the nucleus of a larger political movement
cadua,
cadus,
caeca,
caffa,
cafiz,
caged,
cager,
cagey,
caggy,
cagit,
cahiz,
cahot,
cahow,
caird,
cairn,a mound of stones piled up as a memorial or to mark a boundary or path
cairo,
caite,
cajan,
cajun,
caker,
cakey,
calas,
caleb,
calid,
calix,
calla,
calli,
callo,
calmy,
calor,
calve,
calyx,
caman,
camel,
cameo,engraving or carving in low relief on a stone (as in a brooch or ring
campa,
campe,
campo,
camus,French writer who portrayed the human condition as isolated in an absurd world (1913-1960
canal,
canch,
candy,
canel,
caner,
canid,any of various fissiped mammals with nonretractile claws and typically long muzzles
canis,type genus of the Canidae: domestic and wild dogs; wolves; jackals
canna,
canny,showing self-interest and shrewdness in dealing with others
canoe,
canon,
canso,
canto,
canty,
canun,
caoba,
capax,
caped,
capel,
caper,
capes,
capon,
capot,
cappy,
capra,
capri,
capsa,
carat,
carbo,
cardo,
carer,
caret,
carex,
carga,
cargo,goods carried by a large vehicle
carib,a member of an American Indian peoples of northeastern South America and the Lesser Antilles
carid,
carlo,
carls,
caroa,
carob,long pod containing small beans and sweetish edible pulp; used as animal feed and source of a chocolate substitute
carol,
carom,
carry,"the act of carrying something; move while supporting, either in a vehicle or in one's hands or on one's body"
carse,
carte,a list of dishes available at a restaurant
carty,
carua,
carum,caraway
carve,
carya,
caryl,
casal,
casco,
cased,
casel,
caser,
casey,
casha,
casse,
caste,
catan,
catch,
cater,
catha,
cathy,
catti,
catty,
cauch,
cauda,
cauld,
cauma,
caupo,
cause,
cavae,
caval,
cavel,
cavia,
cavie,
cavil,
cavus,
cawky,
caxon,
ccoya,
cease,
cebid,
cebil,
cebur,
cebus,type genus of the Cebidae
cecil,
cedar,
ceder,
cedre,
cedry,
ceiba,
ceibo,small South American spiny tree with dark crimson and scarlet flowers solitary or clustered
ceile,
celia,
cella,
cello,
cense,
cento,
ceorl,
cequi,
ceral,
ceras,one of the often brightly colored and branching hornlike structures on the back of the nudibranch (and other related mollusks
cerci,
cered,
cerer,
ceria,
ceric,
cerin,
certy,
ceryl,
cetic,
cetid,
cetin,
cetus,a large constellation on the equator near Pisces and Aquarius
cetyl,
chack,
chaco,
chafe,
chaff,
chaft,
chaga,
chain,
chair,
chais,
chait,
chaja,
chaka,
chalk,
chama,
champ,
chane,
chang,
chank,
chant,a repetitive song in which as many syllables as necessary are assigned to a single tone; recite with musical intonation; recite as a chant or a psalm
chaos,
chape,
chaps,
chapt,
chara,
chard,
chare,
chark,
charm,
charr,
chart,a visual display of information; make a chart of
chary,
chase,
chasm,
chati,
chaui,
chauk,
chaus,
chawk,
chawl,
chaya,
chazy,
cheap,
cheat,
check,
cheek,
cheep,
cheer,
cheet,
cheir,
cheka,
cheke,
cheki,
chela,
chelp,
chena,
cheng,
chera,
chert,
chess,
chest,
cheth,
cheve,
chevy,
chewy,
chiam,
chian,
chick,
chico,
chide,
chief,
chien,
child,
chile,a republic in southern South America on the western slopes of the Andes on the south Pacific coast
chili,ground beef and chili peppers or chili powder often with tomatoes and kidney beans
chill,
chime,
chimu,
china,
chine,cut of meat or fish including at least part of the backbone; cut through the backbone of an animal
ching,
chink,
chino,a coarse twilled cotton fabric frequently used for uniforms
chint,
chiot,
chips,a small fragment of something broken off from the whole; break off (a piece from a whole
chirk,
chirm,
chiro,
chirp,
chirr,"make a vibrant noise, of grasshoppers or cicadas"
chita,
chive,
chloe,
chlor,
choca,
chock,
choco,
choel,
choes,
choga,
choil,
choir,
choke,
choky,
chola,
chold,
choli,
cholo,
chomp,the act of gripping or chewing off with the teeth and jaws; chew noisily
choop,
chopa,
chora,
chord,
chore,
chort,
chose,
chott,
choup,
chous,
chowk,
choya,
chria,
chris,
chuck,informal terms for a meal; throw carelessly
chude,
chufa,
chuff,
chuje,
chump,
chunk,
churl,
churm,
churn,
churr,"make a vibrant sound, as of some birds"
chute,
chyak,
chyle,
chyme,
cibol,
cicad,
cicer,chickpea plant; Asiatic herbs
cider,a beverage made from juice pressed from apples
cigar,
cigua,
cilia,
cimex,
cinch,
cinct,
cindy,
cinel,
circa,
circe,
cirri,
cisco,
cista,
citee,
citer,
citua,
civet,
civic,
civil,
civvy,
clack,
claim,
clamb,
clame,
clamp,
clang,
clank,
clapt,
clara,
clare,
clark,
claro,
clart,
clary,
clash,
clasp,
class,
claut,
clava,
clave,
clavy,
clawk,
clead,
cleam,
clean,
clear,
cleat,
cleck,
cleek,
cleft,
clerk,
cleve,
click,
cliff,
clift,
clima,
climb,
clime,the weather in some location averaged over some long period of time
cline,
cling,
clink,
clint,
clips,
clipt,
clite,
clive,
cloak,
cloam,
clock,
cloff,
cloit,
clomb,
clone,
cloof,
cloop,
cloot,
close,
closh,
clote,
cloth,
cloud,
clour,
clout,
clove,
clown,
cluck,
cluff,
clump,
clung,
clunk,
clyde,
clyer,
clype,
cnida,
coach,
coact,
coaid,
coaly,
coapt,
coarb,
coast,
coati,
coaxy,
cobby,
cobia,
coble,
cobra,venomous Asiatic and African elapid snakes that can expand the skin of the neck into a hood
cobus,
cocci,
cocco,
cocky,overly self-confident or self-assertive
cocle,
cocoa,
cocos,
coder,
codex,
codol,
codon,
cogon,
cogue,
cohen,
cohol,
coign,
coiny,
coker,
colan,
colic,acute abdominal pain (especially in infants
colin,
colla,
colly,
colon,
color,a visual attribute of things that results from the light they emit or transmit or reflect; add color to; having or capable of producing colors
colza,
comal,
coman,
comby,
comer,
comes,
comet,
comfy,
comic,
comid,
comma,
comox,
compo,
comus,
conal,
conch,
coned,
coner,
cones,
conga,
congo,
conic,(geometry; relating to or resembling a cone
conin,
conky,
conor,
conoy,
conte,
conto,
conus,
cooba,
cooee,
cooer,
cooja,
cooky,
cooly,
coomb,
coomy,
coony,
coorg,
coost,
copal,
copei,
copen,
coper,
copis,
coppy,
copra,
copse,
copsy,
copus,
coque,
corah,
coral,
coram,
cordy,
cored,remove the core or center from
coree,
corer,
corey,
corge,
corgi,
corin,
corke,
corky,
cornu,
corny,
coroa,
corol,
corps,
corse,
corta,
coryl,
cosec,ratio of the hypotenuse to the opposite side of a right-angled triangle
coset,
cosse,
costa,
cotch,
cothe,
cothy,
cotta,
cotte,
cotty,
cotys,
couac,
couch,
coude,
cough,
could,
couma,
count,
coupe,
courb,
cours,
court,
couth,
coved,
cover,
covet,
covey,
covid,
covin,
cowal,
cowan,
cower,
cowle,
coxal,
coyan,
coyly,
coyol,
coypu,
cozen,
crack,
craft,
craig,
crain,
crake,
cramp,
crane,
crank,
crape,small very thin pancake; cover or drape with crape
craps,
crapy,
crare,
crash,
crass,
crate,
crave,
cravo,
crawl,
crawm,
craze,
crazy,
creak,
cream,
creat,
credo,
creed,
creek,
creel,
creem,
creen,
creep,
crena,
crepe,
crept,
crepy,
cress,
crest,"the top line of a hill, mountain, or wave; lie at the top of"
creta,
crete,
cribo,
crick,a painful muscle spasm especially in the neck or back (`rick' and `wrick' are British; twist (a body part
cried,
crier,
criey,
crile,
crime,
crimp,
crine,
crink,
crisp,
criss,
crith,
croak,a harsh hoarse utterance (as of a frog; pass from physical life and lose all bodily attributes and functions necessary to sustain life
croat,
croci,
crock,
croft,
crome,
crone,
cronk,
crony,a close friend who accompanies his buddies in their activities
crood,
crook,someone who has committed a crime or has been legally convicted of a crime; bend or cause to bend
crool,
croon,
crore,
crosa,
cross,
croup,
crout,
crowd,
crowl,
crown,the Crown (or the reigning monarch; dwell on with satisfaction
croze,
cruce,
cruck,
crude,a dark oil consisting mainly of hydrocarbons; not carefully or expertly made
cruel,(of persons or their actions
cruet,bottle that holds wine or oil or vinegar for the table
crumb,
crump,make a noise typical of an engine lacking lubricants
crunk,
crunt,
cruor,
cruse,
crush,
crust,
cruth,
crypt,
ctene,
cuban,
cubby,
cubeb,
cuber,
cubic,involving the cube and no higher power of a quantity or variable
cubit,
cuddy,the galley or pantry of a small ship
cueca,
cueva,
cuffy,
cujam,
culet,
culex,
culla,
cully,
culmy,
culpa,
cumal,
cumar,
cumay,
cumbu,
cumic,
cumin,
cumol,
cumyl,
cunan,
cunas,
cunye,
cunza,
cupay,
cupel,
cupid,(Roman mythology
cuppy,
curby,
curch,
curdy,
curer,
curie,
curin,
curio,
curly,
curry,
cursa,
curse,
curst,
curua,
curve,
curvy,
cusec,
cushy,
cusie,
cusso,
cutch,
cutie,
cutin,
cutis,
cutty,
cutup,
cyath,
cycad,
cycas,
cycle,
cylix,
cymar,
cymba,
cymry,
cynic,
cypre,large tropical American tree of the genus Cordia grown for its abundant creamy white flowers and valuable wood
cyril,Greek missionary; the invention of the Cyrillic alphabet is attributed to him (826-869
cyrus,
cyton,
czech,
dabba,
dabby,
dabih,
dacus,
dadap,
daddy,
daffy,
dafla,
dagga,
daggy,
daijo,
daily,
daira,
dairi,
dairy,a farm where dairy products are produced
daisy,any of numerous composite plants having flower heads with well-developed ray flowers usually arranged in a single whorl
daiva,
daker,
dakir,
dalar,
dalea,
daler,
dalle,
dally,
daman,
damia,
damie,
damme,
damon,the friend of Phintias who pledged his life that Phintias would return (4th century BC
dampy,
danai,type genus of the Danaidae: monarch butterflies
dance,
danda,
dandy,
danic,
danio,
danli,
danny,
danta,
darac,
daraf,
darat,
darby,
darci,
daren,
darer,
dares,
dargo,
daric,
darii,
darin,
darky,
daroo,
darst,
darts,a small narrow pointed missile that is thrown or shot; move along rapidly and lightly; skim or dart
daryl,
dashy,
dasnt,
dassy,
dasya,
datch,
dater,
datil,
datum,
daube,
dauby,
daunt,cause to lose courage
dauri,
daven,
daver,
david,
davit,
dawdy,
dawny,
dawut,
dayal,
dazed,
deair,
dealt,act on verbally or in some form of artistic expression
deary,
deash,
death,
deave,
debar,
debby,
deben,
debit,
debus,
debut,
decad,
decal,
decan,
decap,
decay,"the process of gradually becoming inferior; lose a stored charge, magnetic flux, or current"
decil,
decke,
decoy,
decry,express strong disapproval of
decus,
decyl,
dedan,
deedy,
defat,remove the fat from
defer,hold back to a later time
defog,
degas,
degum,
deice,
deify,
deign,
deink,
deino,
deism,the form of theological rationalism that believes in God on the basis of reason without reference to revelation
deist,
deity,any supernatural being worshipped as controlling some part of the world or some aspect of life or who is the personification of a force
dekko,
dekle,
delay,
delft,
delhi,
delia,
della,
delta,
delve,
demal,
demit,
demob,
demon,an evil supernatural being
demos,
denat,
denda,
deneb,
denim,
denis,
dense,
denty,
deota,
depas,
depoh,
depot,
depth,the extent downward or backward or inward
derah,
derat,
deray,
derby,
derek,
deric,
derma,the deep vascular inner layer of the skin
derry,
desex,
desma,
dessa,
desyl,
